longitude,latitude,total_field_intensity_nT
-62.0,66.0,39059.89
-61.0,66.0,39014.47
-60.0,66.0,38968.69
-59.0,66.0,38922.59
-58.0,66.0,38876.23
-57.0,66.0,38829.67
-56.0,66.0,38782.96
-55.0,66.0,38736.18
-54.0,66.0,38689.36
-53.0,66.0,38642.58
-52.0,66.0,38595.88
-51.0,66.0,38549.32
-50.0,66.0,38502.95
-49.0,66.0,38456.84
-48.0,66.0,38411.03
-47.0,66.0,38365.58
-46.0,66.0,38320.54
-45.0,66.0,38275.95
-44.0,66.0,38231.87
-43.0,66.0,38188.35
-42.0,66.0,38145.43
-41.0,66.0,38103.15
-40.0,66.0,38061.57
-39.0,66.0,38020.73
-38.0,66.0,37980.67
-37.0,66.0,37941.42
-36.0,66.0,37903.04
-35.0,66.0,37865.55
-34.0,66.0,37829.0
-33.0,66.0,37793.42
-32.0,66.0,37758.85
-31.0,66.0,37725.31
-30.0,66.0,37692.85
-29.0,66.0,37661.49
-28.0,66.0,37631.26
-27.0,66.0,37602.19
-26.0,66.0,37574.31
-25.0,66.0,37547.64
-24.0,66.0,37522.21
-23.0,66.0,37498.04
-22.0,66.0,37475.15
-21.0,66.0,37453.57
-20.0,66.0,37433.31
-19.0,66.0,37414.39
-18.0,66.0,37396.83
-17.0,66.0,37380.65
-16.0,66.0,37365.86
-15.0,66.0,37352.46
-14.0,66.0,37340.49
-13.0,66.0,37329.93
-12.0,66.0,37320.82
-11.0,66.0,37313.14
-10.0,66.0,37306.92
-9.0,66.0,37302.16
-8.0,66.0,37298.85
-7.0,66.0,37297.02
-6.0,66.0,37296.65
-5.0,66.0,37297.75
-4.0,66.0,37300.33
-3.0,66.0,37304.38
-2.0,66.0,37309.89
-1.0,66.0,37316.88
0.0,66.0,37325.34
1.0,66.0,37335.26
2.0,66.0,37346.64
3.0,66.0,37359.47
4.0,66.0,37373.76
5.0,66.0,37389.49
6.0,66.0,37406.66
7.0,66.0,37425.25
8.0,66.0,37445.27
9.0,66.0,37466.71
10.0,66.0,37489.55
11.0,66.0,37513.79
12.0,66.0,37539.42
13.0,66.0,37566.43
14.0,66.0,37594.81
15.0,66.0,37624.55
16.0,66.0,37655.63
17.0,66.0,37688.06
18.0,66.0,37721.8
19.0,66.0,37756.87
20.0,66.0,37793.23
21.0,66.0,37830.88
22.0,66.0,37869.8
23.0,66.0,37909.99
24.0,66.0,37951.42
25.0,66.0,37994.08
26.0,66.0,38037.95
27.0,66.0,38083.01
28.0,66.0,38129.26
29.0,66.0,38176.66
30.0,66.0,38225.19
31.0,66.0,38274.84
32.0,66.0,38325.59
33.0,66.0,38377.4
34.0,66.0,38430.26
35.0,66.0,38484.12
36.0,66.0,38538.98
37.0,66.0,38594.79
38.0,66.0,38651.53
39.0,66.0,38709.16
40.0,66.0,38767.64
41.0,66.0,38826.94
42.0,66.0,38887.02
43.0,66.0,38947.84
44.0,66.0,39009.36
45.0,66.0,39071.53
46.0,66.0,39134.3
47.0,66.0,39197.64
48.0,66.0,39261.48
49.0,66.0,39325.78
50.0,66.0,39390.48
51.0,66.0,39455.53
52.0,66.0,39520.88
53.0,66.0,39586.45
54.0,66.0,39652.21
55.0,66.0,39718.08
56.0,66.0,39784.0
57.0,66.0,39849.91
58.0,66.0,39915.74
59.0,66.0,39981.44
60.0,66.0,40046.92
61.0,66.0,40112.13
62.0,66.0,40177.0
63.0,66.0,40241.46
64.0,66.0,40305.43
65.0,66.0,40368.86
66.0,66.0,40431.66
67.0,66.0,40493.77
68.0,66.0,40555.13
69.0,66.0,40615.65
70.0,66.0,40675.27
71.0,66.0,40733.92
72.0,66.0,40791.53
73.0,66.0,40848.03
74.0,66.0,40903.36
75.0,66.0,40957.45
76.0,66.0,41010.23
77.0,66.0,41061.64
78.0,66.0,41111.61
79.0,66.0,41160.09
80.0,66.0,41207.01
81.0,66.0,41252.32
82.0,66.0,41295.96
83.0,66.0,41337.87
84.0,66.0,41378.01
85.0,66.0,41416.32
86.0,66.0,41452.75
87.0,66.0,41487.27
88.0,66.0,41519.83
89.0,66.0,41550.39
90.0,66.0,41578.92
91.0,66.0,41605.38
92.0,66.0,41629.74
93.0,66.0,41651.98
94.0,66.0,41672.07
95.0,66.0,41689.99
96.0,66.0,41705.74
97.0,66.0,41719.28
98.0,66.0,41730.63
99.0,66.0,41739.76
100.0,66.0,41746.68
101.0,66.0,41751.38
102.0,66.0,41753.89
103.0,66.0,41754.19
104.0,66.0,41752.31
105.0,66.0,41748.25
106.0,66.0,41742.05
107.0,66.0,41733.71
108.0,66.0,41723.27
109.0,66.0,41710.76
110.0,66.0,41696.2
111.0,66.0,41679.63
112.0,66.0,41661.1
113.0,66.0,41640.63
114.0,66.0,41618.28
115.0,66.0,41594.09
116.0,66.0,41568.1
117.0,66.0,41540.38
118.0,66.0,41510.97
119.0,66.0,41479.93
120.0,66.0,41447.31
121.0,66.0,41413.19
122.0,66.0,41377.6
123.0,66.0,41340.63
124.0,66.0,41302.33
125.0,66.0,41262.77
126.0,66.0,41222.01
127.0,66.0,41180.13
128.0,66.0,41137.18
129.0,66.0,41093.25
130.0,66.0,41048.39
131.0,66.0,41002.68
132.0,66.0,40956.19
133.0,66.0,40908.99
134.0,66.0,40861.14
135.0,66.0,40812.72
136.0,66.0,40763.8
137.0,66.0,40714.44
138.0,66.0,40664.72
139.0,66.0,40614.71
140.0,66.0,40564.46
141.0,66.0,40514.05
142.0,66.0,40463.54
143.0,66.0,40412.99
144.0,66.0,40362.48
145.0,66.0,40312.06
146.0,66.0,40261.79
147.0,66.0,40211.74
148.0,66.0,40161.96
149.0,66.0,40112.51
150.0,66.0,40063.44
151.0,66.0,40014.82
152.0,66.0,39966.69
153.0,66.0,39919.11
154.0,66.0,39872.13
155.0,66.0,39825.8
156.0,66.0,39780.16
157.0,66.0,39735.26
158.0,66.0,39691.15
159.0,66.0,39647.87
160.0,66.0,39605.46
161.0,66.0,39563.97
162.0,66.0,39523.43
163.0,66.0,39483.88
164.0,66.0,39445.37
165.0,66.0,39407.91
166.0,66.0,39371.55
167.0,66.0,39336.33
168.0,66.0,39302.26
169.0,66.0,39269.38
170.0,66.0,39237.72
171.0,66.0,39207.31
172.0,66.0,39178.16
173.0,66.0,39150.3
174.0,66.0,39123.76
175.0,66.0,39098.55
176.0,66.0,39074.69
177.0,66.0,39052.2
178.0,66.0,39031.09
179.0,66.0,39011.37
180.0,66.0,38993.06
-180.0,65.0,38766.96
-179.0,65.0,38749.74
-178.0,65.0,38734.07
-177.0,65.0,38719.95
-176.0,65.0,38707.38
-175.0,65.0,38696.36
-174.0,65.0,38686.89
-173.0,65.0,38678.98
-172.0,65.0,38672.61
-171.0,65.0,38667.77
-170.0,65.0,38664.47
-169.0,65.0,38662.69
-168.0,65.0,38662.41
-167.0,65.0,38663.62
-166.0,65.0,38666.31
-165.0,65.0,38670.45
-164.0,65.0,38676.02
-163.0,65.0,38683.0
-162.0,65.0,38691.37
-161.0,65.0,38701.09
-160.0,65.0,38712.14
-159.0,65.0,38724.49
-158.0,65.0,38738.1
-157.0,65.0,38752.94
-156.0,65.0,38768.98
-155.0,65.0,38786.17
-154.0,65.0,38804.47
-153.0,65.0,38823.85
-152.0,65.0,38844.26
-151.0,65.0,38865.66
-150.0,65.0,38888.0
-149.0,65.0,38911.23
-148.0,65.0,38935.3
-147.0,65.0,38960.17
-146.0,65.0,38985.78
-145.0,65.0,39012.09
-144.0,65.0,39039.03
-143.0,65.0,39066.56
-142.0,65.0,39094.62
-141.0,65.0,39123.15
-140.0,65.0,39152.09
-139.0,65.0,39181.4
-138.0,65.0,39211.01
-137.0,65.0,39240.86
-136.0,65.0,39270.9
-135.0,65.0,39301.06
-134.0,65.0,39331.29
-133.0,65.0,39361.52
-132.0,65.0,39391.71
-131.0,65.0,39421.78
-130.0,65.0,39451.69
-129.0,65.0,39481.36
-128.0,65.0,39510.75
-127.0,65.0,39539.8
-126.0,65.0,39568.43
-125.0,65.0,39596.61
-124.0,65.0,39624.27
-123.0,65.0,39651.36
-122.0,65.0,39677.82
-121.0,65.0,39703.59
-120.0,65.0,39728.63
-119.0,65.0,39752.88
-118.0,65.0,39776.29
-117.0,65.0,39798.81
-116.0,65.0,39820.39
-115.0,65.0,39840.98
-114.0,65.0,39860.54
-113.0,65.0,39879.02
-112.0,65.0,39896.37
-111.0,65.0,39912.57
-110.0,65.0,39927.55
-109.0,65.0,39941.3
-108.0,65.0,39953.76
-107.0,65.0,39964.91
-106.0,65.0,39974.7
-105.0,65.0,39983.12
-104.0,65.0,39990.12
-103.0,65.0,39995.69
-102.0,65.0,39999.79
-101.0,65.0,40002.4
-100.0,65.0,40003.51
-99.0,65.0,40003.09
-98.0,65.0,40001.12
-97.0,65.0,39997.59
-96.0,65.0,39992.49
-95.0,65.0,39985.81
-94.0,65.0,39977.54
-93.0,65.0,39967.68
-92.0,65.0,39956.22
-91.0,65.0,39943.17
-90.0,65.0,39928.52
-89.0,65.0,39912.29
-88.0,65.0,39894.49
-87.0,65.0,39875.11
-86.0,65.0,39854.18
-85.0,65.0,39831.72
-84.0,65.0,39807.74
-83.0,65.0,39782.26
-82.0,65.0,39755.31
-81.0,65.0,39726.91
-80.0,65.0,39697.11
-79.0,65.0,39665.92
-78.0,65.0,39633.38
-77.0,65.0,39599.53
-76.0,65.0,39564.41
-75.0,65.0,39528.06
-74.0,65.0,39490.53
-73.0,65.0,39451.86
-72.0,65.0,39412.1
-71.0,65.0,39371.3
-70.0,65.0,39329.52
-69.0,65.0,39286.8
-68.0,65.0,39243.2
-67.0,65.0,39198.78
-66.0,65.0,39153.6
-65.0,65.0,39107.71
-64.0,65.0,39061.18
-63.0,65.0,39014.07
-62.0,65.0,38966.44
-61.0,65.0,38918.34
-60.0,65.0,38869.85
-59.0,65.0,38821.03
-58.0,65.0,38771.94
-57.0,65.0,38722.64
-56.0,65.0,38673.2
-55.0,65.0,38623.67
-54.0,65.0,38574.13
-53.0,65.0,38524.62
-52.0,65.0,38475.22
-51.0,65.0,38425.99
-50.0,65.0,38376.97
-49.0,65.0,38328.24
-48.0,65.0,38279.84
-47.0,65.0,38231.84
-46.0,65.0,38184.29
-45.0,65.0,38137.24
-44.0,65.0,38090.74
-43.0,65.0,38044.85
-42.0,65.0,37999.62
-41.0,65.0,37955.09
-40.0,65.0,37911.31
-39.0,65.0,37868.33
-38.0,65.0,37826.19
-37.0,65.0,37784.94
-36.0,65.0,37744.61
-35.0,65.0,37705.24
-34.0,65.0,37666.88
-33.0,65.0,37629.55
-32.0,65.0,37593.31
-31.0,65.0,37558.17
-30.0,65.0,37524.18
-29.0,65.0,37491.36
-28.0,65.0,37459.74
-27.0,65.0,37429.36
-26.0,65.0,37400.24
-25.0,65.0,37372.4
-24.0,65.0,37345.88
-23.0,65.0,37320.69
-22.0,65.0,37296.85
-21.0,65.0,37274.39
-20.0,65.0,37253.32
-19.0,65.0,37233.67
-18.0,65.0,37215.45
-17.0,65.0,37198.67
-16.0,65.0,37183.35
-15.0,65.0,37169.5
-14.0,65.0,37157.13
-13.0,65.0,37146.25
-12.0,65.0,37136.87
-11.0,65.0,37129.0
-10.0,65.0,37122.64
-9.0,65.0,37117.8
-8.0,65.0,37114.48
-7.0,65.0,37112.69
-6.0,65.0,37112.42
-5.0,65.0,37113.68
-4.0,65.0,37116.47
-3.0,65.0,37120.78
-2.0,65.0,37126.62
-1.0,65.0,37133.98
0.0,65.0,37142.85
1.0,65.0,37153.23
2.0,65.0,37165.13
3.0,65.0,37178.52
4.0,65.0,37193.41
5.0,65.0,37209.78
6.0,65.0,37227.64
7.0,65.0,37246.96
8.0,65.0,37267.75
9.0,65.0,37290.0
10.0,65.0,37313.69
11.0,65.0,37338.83
12.0,65.0,37365.38
13.0,65.0,37393.36
14.0,65.0,37422.74
15.0,65.0,37453.52
16.0,65.0,37485.69
17.0,65.0,37519.23
18.0,65.0,37554.13
19.0,65.0,37590.39
20.0,65.0,37627.98
21.0,65.0,37666.9
22.0,65.0,37707.14
23.0,65.0,37748.67
24.0,65.0,37791.49
25.0,65.0,37835.59
26.0,65.0,37880.93
27.0,65.0,37927.52
28.0,65.0,37975.32
29.0,65.0,38024.32
30.0,65.0,38074.51
31.0,65.0,38125.86
32.0,65.0,38178.34
33.0,65.0,38231.94
34.0,65.0,38286.63
35.0,65.0,38342.38
36.0,65.0,38399.17
37.0,65.0,38456.96
38.0,65.0,38515.72
39.0,65.0,38575.42
40.0,65.0,38636.03
41.0,65.0,38697.5
42.0,65.0,38759.79
43.0,65.0,38822.87
44.0,65.0,38886.7
45.0,65.0,38951.21
46.0,65.0,39016.38
47.0,65.0,39082.14
48.0,65.0,39148.45
49.0,65.0,39215.26
50.0,65.0,39282.51
51.0,65.0,39350.13
52.0,65.0,39418.08
53.0,65.0,39486.29
54.0,65.0,39554.7
55.0,65.0,39623.25
56.0,65.0,39691.87
57.0,65.0,39760.49
58.0,65.0,39829.05
59.0,65.0,39897.48
60.0,65.0,39965.7
61.0,65.0,40033.64
62.0,65.0,40101.25
63.0,65.0,40168.43
64.0,65.0,40235.12
65.0,65.0,40301.24
66.0,65.0,40366.72
67.0,65.0,40431.49
68.0,65.0,40495.46
69.0,65.0,40558.57
70.0,65.0,40620.75
71.0,65.0,40681.91
72.0,65.0,40741.98
73.0,65.0,40800.9
74.0,65.0,40858.58
75.0,65.0,40914.96
76.0,65.0,40969.97
77.0,65.0,41023.53
78.0,65.0,41075.59
79.0,65.0,41126.06
80.0,65.0,41174.9
81.0,65.0,41222.04
82.0,65.0,41267.41
83.0,65.0,41310.96
84.0,65.0,41352.62
85.0,65.0,41392.36
86.0,65.0,41430.12
87.0,65.0,41465.84
88.0,65.0,41499.49
89.0,65.0,41531.02
90.0,65.0,41560.39
91.0,65.0,41587.57
92.0,65.0,41612.52
93.0,65.0,41635.21
94.0,65.0,41655.63
95.0,65.0,41673.74
96.0,65.0,41689.54
97.0,65.0,41703.0
98.0,65.0,41714.11
99.0,65.0,41722.87
100.0,65.0,41729.28
101.0,65.0,41733.34
102.0,65.0,41735.05
103.0,65.0,41734.41
104.0,65.0,41731.45
105.0,65.0,41726.18
106.0,65.0,41718.62
107.0,65.0,41708.79
108.0,65.0,41696.72
109.0,65.0,41682.45
110.0,65.0,41665.99
111.0,65.0,41647.4
112.0,65.0,41626.71
113.0,65.0,41603.97
114.0,65.0,41579.23
115.0,65.0,41552.52
116.0,65.0,41523.91
117.0,65.0,41493.46
118.0,65.0,41461.21
119.0,65.0,41427.23
120.0,65.0,41391.58
121.0,65.0,41354.32
122.0,65.0,41315.53
123.0,65.0,41275.26
124.0,65.0,41233.59
125.0,65.0,41190.58
126.0,65.0,41146.32
127.0,65.0,41100.87
128.0,65.0,41054.3
129.0,65.0,41006.69
130.0,65.0,40958.12
131.0,65.0,40908.66
132.0,65.0,40858.39
133.0,65.0,40807.37
134.0,65.0,40755.7
135.0,65.0,40703.44
136.0,65.0,40650.66
137.0,65.0,40597.45
138.0,65.0,40543.88
139.0,65.0,40490.02
140.0,65.0,40435.94
141.0,65.0,40381.71
142.0,65.0,40327.41
143.0,65.0,40273.11
144.0,65.0,40218.87
145.0,65.0,40164.76
146.0,65.0,40110.84
147.0,65.0,40057.19
148.0,65.0,40003.86
149.0,65.0,39950.92
150.0,65.0,39898.42
151.0,65.0,39846.43
152.0,65.0,39795.0
153.0,65.0,39744.18
154.0,65.0,39694.04
155.0,65.0,39644.62
156.0,65.0,39595.98
157.0,65.0,39548.17
158.0,65.0,39501.22
159.0,65.0,39455.2
160.0,65.0,39410.14
161.0,65.0,39366.09
162.0,65.0,39323.08
163.0,65.0,39281.17
164.0,65.0,39240.39
165.0,65.0,39200.78
166.0,65.0,39162.36
167.0,65.0,39125.19
168.0,65.0,39089.28
169.0,65.0,39054.67
170.0,65.0,39021.4
171.0,65.0,38989.48
172.0,65.0,38958.94
173.0,65.0,38929.81
174.0,65.0,38902.11
175.0,65.0,38875.86
176.0,65.0,38851.08
177.0,65.0,38827.78
178.0,65.0,38805.99
179.0,65.0,38785.71
180.0,65.0,38766.96
-180.0,64.0,38526.7
-179.0,64.0,38509.19
-178.0,64.0,38493.36
-177.0,64.0,38479.19
-176.0,64.0,38466.7
-175.0,64.0,38455.88
-174.0,64.0,38446.74
-173.0,64.0,38439.27
-172.0,64.0,38433.47
-171.0,64.0,38429.33
-170.0,64.0,38426.83
-169.0,64.0,38425.97
-168.0,64.0,38426.73
-167.0,64.0,38429.09
-166.0,64.0,38433.04
-165.0,64.0,38438.56
-164.0,64.0,38445.62
-163.0,64.0,38454.19
-162.0,64.0,38464.26
-161.0,64.0,38475.79
-160.0,64.0,38488.74
-159.0,64.0,38503.09
-158.0,64.0,38518.8
-157.0,64.0,38535.84
-156.0,64.0,38554.16
-155.0,64.0,38573.72
-154.0,64.0,38594.48
-153.0,64.0,38616.4
-152.0,64.0,38639.43
-151.0,64.0,38663.52
-150.0,64.0,38688.62
-149.0,64.0,38714.68
-148.0,64.0,38741.66
-147.0,64.0,38769.48
-146.0,64.0,38798.11
-145.0,64.0,38827.49
-144.0,64.0,38857.55
-143.0,64.0,38888.24
-142.0,64.0,38919.5
-141.0,64.0,38951.27
-140.0,64.0,38983.49
-139.0,64.0,39016.1
-138.0,64.0,39049.03
-137.0,64.0,39082.23
-136.0,64.0,39115.62
-135.0,64.0,39149.15
-134.0,64.0,39182.76
-133.0,64.0,39216.38
-132.0,64.0,39249.94
-131.0,64.0,39283.38
-130.0,64.0,39316.64
-129.0,64.0,39349.66
-128.0,64.0,39382.36
-127.0,64.0,39414.7
-126.0,64.0,39446.6
-125.0,64.0,39478.01
-124.0,64.0,39508.86
-123.0,64.0,39539.1
-122.0,64.0,39568.66
-121.0,64.0,39597.48
-120.0,64.0,39625.52
-119.0,64.0,39652.71
-118.0,64.0,39678.99
-117.0,64.0,39704.32
-116.0,64.0,39728.63
-115.0,64.0,39751.88
-114.0,64.0,39774.02
-113.0,64.0,39795.0
-112.0,64.0,39814.78
-111.0,64.0,39833.3
-110.0,64.0,39850.52
-109.0,64.0,39866.4
-108.0,64.0,39880.9
-107.0,64.0,39893.99
-106.0,64.0,39905.62
-105.0,64.0,39915.77
-104.0,64.0,39924.39
-103.0,64.0,39931.47
-102.0,64.0,39936.96
-101.0,64.0,39940.85
-100.0,64.0,39943.12
-99.0,64.0,39943.73
-98.0,64.0,39942.68
-97.0,64.0,39939.95
-96.0,64.0,39935.52
-95.0,64.0,39929.39
-94.0,64.0,39921.53
-93.0,64.0,39911.96
-92.0,64.0,39900.67
-91.0,64.0,39887.65
-90.0,64.0,39872.92
-89.0,64.0,39856.47
-88.0,64.0,39838.31
-87.0,64.0,39818.46
-86.0,64.0,39796.94
-85.0,64.0,39773.75
-84.0,64.0,39748.92
-83.0,64.0,39722.48
-82.0,64.0,39694.45
-81.0,64.0,39664.85
-80.0,64.0,39633.73
-79.0,64.0,39601.12
-78.0,64.0,39567.05
-77.0,64.0,39531.56
-76.0,64.0,39494.7
-75.0,64.0,39456.52
-74.0,64.0,39417.06
-73.0,64.0,39376.38
-72.0,64.0,39334.52
-71.0,64.0,39291.54
-70.0,64.0,39247.5
-69.0,64.0,39202.46
-68.0,64.0,39156.47
-67.0,64.0,39109.6
-66.0,64.0,39061.92
-65.0,64.0,39013.48
-64.0,64.0,38964.36
-63.0,64.0,38914.62
-62.0,64.0,38864.32
-61.0,64.0,38813.54
-60.0,64.0,38762.35
-59.0,64.0,38710.8
-58.0,64.0,38658.98
-57.0,64.0,38606.94
-56.0,64.0,38554.76
-55.0,64.0,38502.51
-54.0,64.0,38450.25
-53.0,64.0,38398.05
-52.0,64.0,38345.97
-51.0,64.0,38294.08
-50.0,64.0,38242.44
-49.0,64.0,38191.12
-48.0,64.0,38140.17
-47.0,64.0,38089.66
-46.0,64.0,38039.64
-45.0,64.0,37990.17
-44.0,64.0,37941.31
-43.0,64.0,37893.12
-42.0,64.0,37845.63
-41.0,64.0,37798.91
-40.0,64.0,37753.0
-39.0,64.0,37707.95
-38.0,64.0,37663.81
-37.0,64.0,37620.63
-36.0,64.0,37578.43
-35.0,64.0,37537.27
-34.0,64.0,37497.19
-33.0,64.0,37458.21
-32.0,64.0,37420.39
-31.0,64.0,37383.75
-30.0,64.0,37348.32
-29.0,64.0,37314.15
-28.0,64.0,37281.25
-27.0,64.0,37249.66
-26.0,64.0,37219.41
-25.0,64.0,37190.52
-24.0,64.0,37163.01
-23.0,64.0,37136.9
-22.0,64.0,37112.23
-21.0,64.0,37089.0
-20.0,64.0,37067.24
-19.0,64.0,37046.97
-18.0,64.0,37028.19
-17.0,64.0,37010.92
-16.0,64.0,36995.18
-15.0,64.0,36980.98
-14.0,64.0,36968.33
-13.0,64.0,36957.23
-12.0,64.0,36947.69
-11.0,64.0,36939.72
-10.0,64.0,36933.33
-9.0,64.0,36928.51
-8.0,64.0,36925.27
-7.0,64.0,36923.61
-6.0,64.0,36923.53
-5.0,64.0,36925.04
-4.0,64.0,36928.12
-3.0,64.0,36932.77
-2.0,64.0,36939.0
-1.0,64.0,36946.79
0.0,64.0,36956.14
1.0,64.0,36967.05
2.0,64.0,36979.51
3.0,64.0,36993.51
4.0,64.0,37009.04
5.0,64.0,37026.11
6.0,64.0,37044.68
7.0,64.0,37064.77
8.0,64.0,37086.36
9.0,64.0,37109.43
10.0,64.0,37133.99
11.0,64.0,37160.02
12.0,64.0,37187.51
13.0,64.0,37216.45
14.0,64.0,37246.82
15.0,64.0,37278.63
16.0,64.0,37311.86
17.0,64.0,37346.49
18.0,64.0,37382.52
19.0,64.0,37419.93
20.0,64.0,37458.72
21.0,64.0,37498.86
22.0,64.0,37540.35
23.0,64.0,37583.18
24.0,64.0,37627.33
25.0,64.0,37672.79
26.0,64.0,37719.54
27.0,64.0,37767.56
28.0,64.0,37816.84
29.0,64.0,37867.36
30.0,64.0,37919.11
31.0,64.0,37972.06
32.0,64.0,38026.19
33.0,64.0,38081.47
34.0,64.0,38137.89
35.0,64.0,38195.42
36.0,64.0,38254.02
37.0,64.0,38313.67
38.0,64.0,38374.35
39.0,64.0,38436.0
40.0,64.0,38498.61
41.0,64.0,38562.12
42.0,64.0,38626.51
43.0,64.0,38691.73
44.0,64.0,38757.73
45.0,64.0,38824.47
46.0,64.0,38891.9
47.0,64.0,38959.97
48.0,64.0,39028.62
49.0,64.0,39097.81
50.0,64.0,39167.47
51.0,64.0,39237.54
52.0,64.0,39307.97
53.0,64.0,39378.69
54.0,64.0,39449.63
55.0,64.0,39520.73
56.0,64.0,39591.93
57.0,64.0,39663.14
58.0,64.0,39734.3
59.0,64.0,39805.34
60.0,64.0,39876.18
61.0,64.0,39946.75
62.0,64.0,40016.97
63.0,64.0,40086.77
64.0,64.0,40156.06
65.0,64.0,40224.77
66.0,64.0,40292.83
67.0,64.0,40360.14
68.0,64.0,40426.64
69.0,64.0,40492.25
70.0,64.0,40556.88
71.0,64.0,40620.46
72.0,64.0,40682.9
73.0,64.0,40744.14
74.0,64.0,40804.09
75.0,64.0,40862.68
76.0,64.0,40919.84
77.0,64.0,40975.48
78.0,64.0,41029.54
79.0,64.0,41081.95
80.0,64.0,41132.63
81.0,64.0,41181.52
82.0,64.0,41228.56
83.0,64.0,41273.68
84.0,64.0,41316.83
85.0,64.0,41357.94
86.0,64.0,41396.95
87.0,64.0,41433.83
88.0,64.0,41468.51
89.0,64.0,41500.96
90.0,64.0,41531.12
91.0,64.0,41558.97
92.0,64.0,41584.46
93.0,64.0,41607.57
94.0,64.0,41628.27
95.0,64.0,41646.53
96.0,64.0,41662.33
97.0,64.0,41675.66
98.0,64.0,41686.5
99.0,64.0,41694.86
100.0,64.0,41700.71
101.0,64.0,41704.08
102.0,64.0,41704.95
103.0,64.0,41703.34
104.0,64.0,41699.26
105.0,64.0,41692.73
106.0,64.0,41683.77
107.0,64.0,41672.4
108.0,64.0,41658.66
109.0,64.0,41642.57
110.0,64.0,41624.18
111.0,64.0,41603.52
112.0,64.0,41580.63
113.0,64.0,41555.56
114.0,64.0,41528.37
115.0,64.0,41499.1
116.0,64.0,41467.81
117.0,64.0,41434.57
118.0,64.0,41399.42
119.0,64.0,41362.44
120.0,64.0,41323.7
121.0,64.0,41283.25
122.0,64.0,41241.18
123.0,64.0,41197.55
124.0,64.0,41152.45
125.0,64.0,41105.93
126.0,64.0,41058.09
127.0,64.0,41009.0
128.0,64.0,40958.75
129.0,64.0,40907.4
130.0,64.0,40855.04
131.0,64.0,40801.76
132.0,64.0,40747.63
133.0,64.0,40692.74
134.0,64.0,40637.17
135.0,64.0,40580.99
136.0,64.0,40524.3
137.0,64.0,40467.17
138.0,64.0,40409.67
139.0,64.0,40351.9
140.0,64.0,40293.92
141.0,64.0,40235.82
142.0,64.0,40177.67
143.0,64.0,40119.55
144.0,64.0,40061.52
145.0,64.0,40003.67
146.0,64.0,39946.05
147.0,64.0,39888.75
148.0,64.0,39831.82
149.0,64.0,39775.34
150.0,64.0,39719.37
151.0,64.0,39663.96
152.0,64.0,39609.19
153.0,64.0,39555.11
154.0,64.0,39501.77
155.0,64.0,39449.24
156.0,64.0,39397.57
157.0,64.0,39346.81
158.0,64.0,39297.01
159.0,64.0,39248.22
160.0,64.0,39200.49
161.0,64.0,39153.87
162.0,64.0,39108.39
163.0,64.0,39064.1
164.0,64.0,39021.05
165.0,64.0,38979.27
166.0,64.0,38938.8
167.0,64.0,38899.68
168.0,64.0,38861.93
169.0,64.0,38825.6
170.0,64.0,38790.71
171.0,64.0,38757.3
172.0,64.0,38725.38
173.0,64.0,38694.99
174.0,64.0,38666.15
175.0,64.0,38638.88
176.0,64.0,38613.2
177.0,64.0,38589.12
178.0,64.0,38566.67
179.0,64.0,38545.86
180.0,64.0,38526.7
-180.0,63.0,38272.58
-179.0,63.0,38254.82
-178.0,63.0,38238.84
-177.0,63.0,38224.67
-176.0,63.0,38212.29
-175.0,63.0,38201.71
-174.0,63.0,38192.93
-173.0,63.0,38185.94
-172.0,63.0,38180.73
-171.0,63.0,38177.31
-170.0,63.0,38175.65
-169.0,63.0,38175.75
-168.0,63.0,38177.59
-167.0,63.0,38181.14
-166.0,63.0,38186.39
-165.0,63.0,38193.33
-164.0,63.0,38201.91
-163.0,63.0,38212.12
-162.0,63.0,38223.93
-161.0,63.0,38237.3
-160.0,63.0,38252.2
-159.0,63.0,38268.59
-158.0,63.0,38286.45
-157.0,63.0,38305.72
-156.0,63.0,38326.36
-155.0,63.0,38348.34
-154.0,63.0,38371.6
-153.0,63.0,38396.1
-152.0,63.0,38421.79
-151.0,63.0,38448.62
-150.0,63.0,38476.53
-149.0,63.0,38505.48
-148.0,63.0,38535.4
-147.0,63.0,38566.23
-146.0,63.0,38597.93
-145.0,63.0,38630.42
-144.0,63.0,38663.65
-143.0,63.0,38697.56
-142.0,63.0,38732.07
-141.0,63.0,38767.14
-140.0,63.0,38802.69
-139.0,63.0,38838.65
-138.0,63.0,38874.97
-137.0,63.0,38911.56
-136.0,63.0,38948.38
-135.0,63.0,38985.34
-134.0,63.0,39022.38
-133.0,63.0,39059.44
-132.0,63.0,39096.43
-131.0,63.0,39133.3
-130.0,63.0,39169.98
-129.0,63.0,39206.4
-128.0,63.0,39242.49
-127.0,63.0,39278.18
-126.0,63.0,39313.41
-125.0,63.0,39348.12
-124.0,63.0,39382.22
-123.0,63.0,39415.67
-122.0,63.0,39448.4
-121.0,63.0,39480.34
-120.0,63.0,39511.44
-119.0,63.0,39541.63
-118.0,63.0,39570.85
-117.0,63.0,39599.05
-116.0,63.0,39626.16
-115.0,63.0,39652.14
-114.0,63.0,39676.93
-113.0,63.0,39700.47
-112.0,63.0,39722.72
-111.0,63.0,39743.63
-110.0,63.0,39763.15
-109.0,63.0,39781.23
